账号,备注,平台,标题,类型,推荐,阅读（播放）,评论,分享,收藏,点赞,发布时间,链接
过年发发发,	,抖音,"哪有卖炮的给弄点啊",动态,--,1337,1,1,0,10,2025-12-25 21:32:03,https://www.iesdouyin.com/share/note/7587787747655552262/?region=&mid=7452299976144849701&u_code=1mhfedl87b58&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=pWxBZtNqyhoWOEevFljiUNYf9cbKsqj2szS87f.gTyQ-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"#跨年#科普#危险行为请勿模仿",视频,--,12,0,1,0,0,2025-12-25 21:20:14,https://www.iesdouyin.com/share/video/7587784761709180389/?region=&mid=7587784617719991081&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=gQMlWwBwpagLFgjgZmj6zNb04DKzx0fOxzAlMp4BmaQ-&share_version=280000&ts=1766996246&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"#跨年#科普#危险行为请勿模仿",视频,--,10217,3,23,0,127,2025-12-25 21:19:11,https://www.iesdouyin.com/share/video/7587784466275562853/?region=&mid=7587784459808295731&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=d4Ckns91vBPogy2Q7UwcIcTJdptvbsBOpNPh6HIcvwk-&share_version=280000&ts=1766996246&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"##跨年#科普#危险行为请勿模仿",视频,--,32,0,0,0,0,2025-12-25 21:18:39,https://www.iesdouyin.com/share/video/7587784370740621809/?region=&mid=7587784183395912483&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=fqVE9OAZhAhmLauxcqhn.CwMAY3y5Y1c0C1XT7qwb38-&share_version=280000&ts=1766996246&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
用户9913044883337,	,抖音,"#圣诞快乐#圣诞安康",视频,--,3040,2,10,24,127,2025-12-25 21:11:15,https://www.iesdouyin.com/share/video/7587782454473203941/?region=&mid=7587782379142433570&u_code=4ba3dkj2blm5&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=Sk5h8OzO_BhSAy8Of7jAfbxoXh9YRo3RRykrItXrHtg-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
用户9913044883337,	,抖音,"#圣诞快乐劳伦斯先生 #美女老板",视频,--,26839,26,458,315,1131,2025-12-25 21:06:55,https://www.iesdouyin.com/share/video/7587781343368508081/?region=&mid=7587781268142983990&u_code=4ba3dkj2blm5&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=NcHfTa1wP9CGeq5wFvN5M8WPgNV26mr5tn6NWQm8TPA-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
用户9913044883337,	,抖音,"#跨年#圣诞快乐劳伦斯先生 #美女老板",视频,--,1951,3,14,25,100,2025-12-25 21:04:30,https://www.iesdouyin.com/share/video/7587780724812612529/?region=&mid=7587780714683583259&u_code=4ba3dkj2blm5&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=miVAZ17PwZotWn8Ev1GM8KfZetWOyiW2uwyqm4BDCPs-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
酥酥在呼市,	,快手,"#圣诞快乐 #美女老板 #成熟女人味 #跨年进行时 ",视频,--,3810,2,0,--,67,2025-12-25 20:37:45,https://video.kuaishou.com/short-video/3xbx5fhye9wu6ru
酥酥在呼市,	,快手,"#圣诞快乐 #老阿姨上线 #美女老板 ",视频,--,1881,1,0,--,60,2025-12-25 20:36:45,https://video.kuaishou.com/short-video/3xkturhcfks396a
酥酥在呼市,	,快手,"#圣诞快乐 #美女老板  #美女 ",视频,--,8425,7,0,--,560,2025-12-25 20:35:48,https://video.kuaishou.com/short-video/3xs24x42u8rsjam
酥酥在呼市,	,快手,"#圣诞快乐 #美女老板  #上班中的我 ",视频,--,3603,2,0,--,130,2025-12-25 20:35:00,https://video.kuaishou.com/short-video/3xm8pd2ty8w2qxu
新年美好（牧民马舍）,	,抖音,"#跨年#美女#2025就此结束 #圣诞",视频,--,889,0,0,0,5,2025-12-25 20:31:07,https://www.iesdouyin.com/share/video/7587772109402639040/?region=&mid=7587772067336964910&u_code=80e758lg0ji&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=6RgaeUUn4P1uOgnh16Kpl_NtcMTmP37VqHXiwf0zE1k-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
新年美好（牧民马舍）,	,抖音,"#跨年 #2025就此结束 #舞蹈展示无不良引导",视频,--,14887,16,453,29,307,2025-12-25 20:24:35,https://www.iesdouyin.com/share/video/7587770436147818831/?region=&mid=7587770363792804634&u_code=80e758lg0ji&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=3qkZi4jFZl2FQ_Kk5pNWGb0xdN7rZugivN9Cnp..ypU-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
新年美好（牧民马舍）,	,抖音,"#有人看么 #跨年 #圣诞#美女",视频,--,643,0,0,1,7,2025-12-25 20:22:02,https://www.iesdouyin.com/share/video/7587769737540277346/?region=&mid=7587769771236592435&u_code=80e758lg0ji&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=QyMyJhFyFdxBbRacS5EJeYB8xpYJltTmpC9AGBihg_0-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
春节美好（新赛道）,	,抖音,"#跨年#美女#日常",视频,--,2006,4,2,3,52,2025-12-25 20:16:45,https://www.iesdouyin.com/share/video/7587768400044592052/?region=&mid=7587768377964235529&u_code=37kgh6783db6&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=J_diT_lk.dp69LeOYSMsISUMDBJ9knJ5KbW7BgM5aFo-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
春节美好（新赛道）,	,抖音,"#跨年#美女#创业vlog",视频,--,1650,1,1,5,17,2025-12-25 20:14:48,https://www.iesdouyin.com/share/video/7587767913721892451/?region=&mid=7587767879871335177&u_code=37kgh6783db6&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=JeIy2wcPU6I8jwYmRrB95ql6gRNSTp2LvwEUg.ITIA4-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
呼市小王在搬砖,	,快手,"#跨年好物 #跨年",视频,--,26,0,0,--,0,2025-12-25 17:41:28,https://video.kuaishou.com/short-video/3xyhhdytaekhb8m
呼市小王在搬砖,	,快手,"#跨年好物 #跨年",视频,--,540,0,0,--,0,2025-12-25 17:40:42,https://video.kuaishou.com/short-video/3xu5xzf42xvk374
小酥在呼市,	,小红书,"跨年好物 跨年",视频,--,16,0,0,0,0,2025-12-25 17:34:00,https://www.xiaohongshu.com/explore/694d0512000000001e006753?xsec_token=YB1S6itUcmIVk_4iq9qhk-ynQ43o-GP5ELQ_cw-rcyIbY=&xsec_source=pc_creatormng
小酥在呼市,	,小红书,"跨年好物 跨年",视频,--,7,0,0,0,0,2025-12-25 17:33:00,https://www.xiaohongshu.com/explore/694d04cd000000001e017b6a?xsec_token=YB1S6itUcmIVk_4iq9qhk-ynb5HDucgo2CeNBrcbS0Y7g=&xsec_source=pc_creatormng
小酥在呼市,	,小红书,"跨年好物 跨年",视频,--,20,0,0,0,0,2025-12-25 17:33:00,https://www.xiaohongshu.com/explore/694d04e4000000001e0033db?xsec_token=YB1S6itUcmIVk_4iq9qhk-ytzUCEP6XAq9z6Oj58SBz7U=&xsec_source=pc_creatormng
小酥在呼市,	,小红书,"跨年好物 跨年",视频,--,10,0,0,0,1,2025-12-25 17:33:00,https://www.xiaohongshu.com/explore/694d04fb000000001e003469?xsec_token=YB1S6itUcmIVk_4iq9qhk-yor4boWds9gHB-sHR_IE40U=&xsec_source=pc_creatormng
酥酥??,	,快手,"#跨年好物 #跨年",视频,--,6,1,0,--,0,2025-12-25 17:28:49,https://video.kuaishou.com/short-video/3xdcj8zx87uuj5m
酥酥??,	,快手,"#跨年好物 #跨年",视频,--,104,0,0,--,0,2025-12-25 17:28:05,https://video.kuaishou.com/short-video/3xffnmpepb79xxi
酥酥在呼市,	,抖音,"#跨年好物#跨年",视频,--,21,0,0,0,0,2025-12-25 17:26:47,https://www.iesdouyin.com/share/video/7587724524067999025/?region=&mid=7587724581989927716&u_code=1f10636e6hhm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=LcFbsOct.dRQL5_I0_YdYUrSRlRWtmRk7ix8QFm_5PA-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
酥酥在呼市,	,抖音,"#跨年好物#跨年",视频,--,12,0,0,0,0,2025-12-25 17:26:00,https://www.iesdouyin.com/share/video/7587724338544856369/?region=&mid=7587724250745080576&u_code=1f10636e6hhm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=4V0koqBi8DykoJfxDC1PEeafCOKUIjHf8ycPPVjS8q8-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
酥酥在呼市,	,抖音,"#跨年好物#跨年",视频,--,0,0,0,0,0,2025-12-25 17:25:34,https://www.iesdouyin.com/share/video/7587724240674622777/?region=&mid=7587724187603946275&u_code=1f10636e6hhm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=._Km4G8VyGfe3dJHLZZFHRtQCAG652i18iu9wTccLcI-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
酥酥在呼市,	,抖音,"#跨年好物#跨年",视频,--,10,0,0,0,0,2025-12-25 17:25:06,https://www.iesdouyin.com/share/video/7587724135720111409/?region=&mid=7587724114283023139&u_code=1f10636e6hhm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=HQlekHKC.rZ4DLIK_jS_272lIbiFqPtriCU0gxrmBYI-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
酥妻74,	,微信视频号,"",动态,--,437,1,1,6,1,2025-12-25 17:01:03,
酥妻74,	,微信视频号,"",动态,--,579,1,0,8,3,2025-12-25 17:00:42,
酥妻74,	,微信视频号,"",动态,--,491,0,0,5,2,2025-12-25 17:00:20,
酥妻74,	,微信视频号,"",动态,--,393,0,0,4,1,2025-12-25 17:00:02,
酥妻,	,快手," #完美身材  #气质美女  #成熟女人味  #御姐 ",动态,--,1,0,0,--,0,2025-12-25 16:57:26,https://video.kuaishou.com/short-video/3xnagiec9pua86m
酥妻,	,快手," #幺妹  #热门  #气质美女  #热点 ",动态,--,190,0,0,--,2,2025-12-25 16:56:52,https://video.kuaishou.com/short-video/3xm9h6k668aw2xu
酥妻,	,快手," #完美身材  #成熟女人味  #气质美女  #气质名媛 ",动态,--,73,2,0,--,1,2025-12-25 16:55:56,https://video.kuaishou.com/short-video/3x3v2cuyszd2dq6
酥妻,	,快手," #完美身材  #气质美女  #美美的一天  #成熟女人味 ",动态,--,437,0,0,--,3,2025-12-25 16:55:34,https://video.kuaishou.com/short-video/3xgguup6dep75te
新春祝福（四个八传媒宠粉号）,	,抖音,"又来当牛马了。#正常穿搭无不良价值观导向 #美女老板 #圣诞节 #黑丝 #跨年",动态,--,257,0,1,2,6,2025-12-25 16:54:24,https://www.iesdouyin.com/share/note/7587716237687312488/?region=&mid=7587073324216290094&u_code=4452eeg1igb8&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=BOf2abcmlGGi0MjwSDZi_ZgVmEbiRK878Ei20d0Dfis-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
新春祝福（四个八传媒宠粉号）,	,抖音,"不想上班。#圣诞节 #正常穿搭无不良价值观导向 #美女老板 #跨年",动态,--,175,0,0,1,3,2025-12-25 16:52:35,https://www.iesdouyin.com/share/note/7587715717643920034/?region=&mid=7587411240725957385&u_code=4452eeg1igb8&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=66x_Z8fyppEiKloI.1_f3vkl2JwLBnK3exvUY6G4DQk-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
新春祝福（四个八传媒宠粉号）,	,抖音,"今天上班。#美女老板 #正常穿搭无不良价值观导向 #圣诞节 #美女日常",动态,--,241,0,0,2,3,2025-12-25 16:51:52,https://www.iesdouyin.com/share/note/7587715559060699840/?region=&mid=7587442841832442650&u_code=4452eeg1igb8&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=e2bCLGCWavzTf91Jumt5yIAueWFsTglZ3ZvHMyIfI2k-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
新春欢乐（新赛道）,	,抖音,"又来给自己打工了。#圣诞节 #正常穿搭无不良价值观导向 #美女老板 #美女日常",动态,--,234,3,0,0,16,2025-12-25 16:48:02,https://www.iesdouyin.com/share/note/7587714622607513187/?region=&mid=7587244069353507626&u_code=ha79hg56df0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=iFFHrsmqXBNwlNnOJxbbGcxYHywGc4cGwuPitNlavJo-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
新春欢乐（新赛道）,	,抖音,"上班好累啊。#正常穿搭无不良价值观导向 #美女日常 #美女老板 #跨年",动态,--,36,0,0,0,0,2025-12-25 16:47:09,https://www.iesdouyin.com/share/note/7587714392427608227/?region=&mid=7587336537961351986&u_code=ha79hg56df0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=8WSalOPpdR52FuXWrRU8SDGM7OKl7_v.QYaUn_ypD_M-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
新春欢乐（新赛道）,	,抖音,"不想上班。#正常穿搭无不良价值观导向 #美女老板 #跨年 #美女日常",动态,--,317,0,1,0,29,2025-12-25 16:44:27,https://www.iesdouyin.com/share/note/7587713669140936355/?region=&mid=7587063929298307850&u_code=ha79hg56df0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=TkcIZdRy5_fhm3Vvrt4paFBniQ42uhKEv0NF0JNDdzs-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
新春欢乐（新赛道）,	,抖音,"看后面。#正常穿搭无不良价值观导向 #黑丝 #跨年 #美女老板",动态,--,75,2,0,0,5,2025-12-25 16:43:41,https://www.iesdouyin.com/share/note/7587713502388626600/?region=&mid=7587200020957383439&u_code=ha79hg56df0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=05o6p1xilJ1B_SDu22mj2p96Jo5qlNv2VvtEvbyd9DA-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
电击小子-,	,快手,"#呼和浩特#跨年 #科普 #无不良引导",视频,--,946,0,0,--,2,2025-12-25 00:00:39,https://video.kuaishou.com/short-video/3x6xgdqj4vngx6q
电击小子-,	,快手,"#跨年 #科普 #无不良引导 #呼和浩特 ",视频,--,381,0,0,--,1,2025-12-24 22:52:14,https://video.kuaishou.com/short-video/3xsqzm5m7fqa6hi
电击小子-,	,快手,"#跨年 #科普 #无不良引导 #呼和浩特 ",视频,--,3568,1,0,--,11,2025-12-24 22:51:30,https://video.kuaishou.com/short-video/3xydn4xbdt8g96q
王泽8397,	,微信视频号,"#跨年#专业操作请勿模仿#抽象",视频,--,14114,6,82,25,28,2025-12-24 22:47:04,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibFeI6caGYwFFwP9TZNwaxvVNcwibaicSqnbz3IN9VKZYDWO4RicesQdc4dFZJMnjqpSgk9gX3iaMibiba1Tibz5P57sH0Yj1yQORFVBqRkRfyJplZJH2kZMp3lyVXw&token=2lt8WBSnjTl4wXMTO6gtFX6Sibaw0Vovn5wpUNZDyRu9f2OAAOhibYtvVvCiaFx7du92PPL7Vzy2YMW0ociccChUyOb3Gy08IZts8abygypAw52G7302K4XNsBB3W0XnOpDwNuR4akuXVicsicfNu0Sibg1FY6HBzgvuWAdWPrlqFTiau9c&idx=1&hy=SH&m=13c5429514e62ffd7e249c2bc113ef41&uzid=7a1fc&web=1
王泽8397,	,微信视频号,"#专业场地请勿模仿#科普",视频,--,7865,3,25,10,2,2025-12-24 22:44:16,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibFeI6caGYwFFMjnER7G1Xz5uCeWzgfDho6icvYRicjmzcibK5LOqiags47qtAA8P8ZrmsDLXZ4BmAS2N7wHApSUoNF8f7zqV8pGctpGfTDmrEiaPGZibgWZn2yDfw&token=ic1n0xDG6awicvFaCghMV2osfajTUx4sfOJiadu1RUOZSV06remIjicS6RB8mNcOLslRwNYWabgNR2UBxKl0txQicpqdpLyrTDhhA28ChJ84G5zACWjyTLAgnvnIMxIibVym8VncusOx8Sec19icswib8x7eTVnCEPwmE0s65tcMzesBTGk&idx=1&hy=SH&m=ebdc334abe03b37ca8bd0e86b74f6b25&uzid=7a15c&web=1
王泽8397,	,微信视频号,"#跨年#专业场地请勿模仿#科普",视频,--,12362,6,8,24,8,2025-12-24 22:28:53,https://finder.video.qq.com/251/20302/stodownload?encfilekey=oibeqyX228riaCwo9STVsGLPj9UYCicgttvQGzbV6pPqsevIAPgcGDJTvFgCFEW4woicucbPly4FYY2Gd9BjpP7ErfhRs9wfQmnzsjslkuUroOeEWZOOVMDzlddJgmMSzoIcrLteWRkmTzs&token=2lt8WBSnjTl4wXMTO6gtFfrnibIBybVg8mp1ia7raLzKiauBKK10Jd1vEY59oxiaQzibmZqMNPETV3qV5GMhUSEfkGhC88z5zKmyMJhnarGnKygYkMFwqm4OVD6DeIbkgdIITiatCib4cZu1GJGUS9k3l8TEsNQpibRTuvXB5kIu5cHvUws&idx=1&hy=SH&m=9bad333ed0d0221da11c01207dc046db&uzid=7a1fc&web=1
小酥在呼市,	,小红书,"跨年 正常穿搭无不良引导 美女穿搭",视频,--,975,0,0,13,25,2025-12-24 21:00:00,https://www.xiaohongshu.com/explore/694bbaeb000000001e005bbb?xsec_token=YBRldkm7U1tu535iOlj1pejvXKheGpGEJ0xaAYI32w2XU=&xsec_source=pc_creatormng
过年发发发,	,抖音,"快过年了，加特林行情越来越低啊",动态,--,526,0,1,0,5,2025-12-24 20:03:14,https://www.iesdouyin.com/share/note/7587393803301637418/?region=&mid=7586960144291154734&u_code=1mhfedl87b58&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=6KndugNksi0oknu2fAvyb4FF.6N5tfLqf.n2cuRWr30-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
过年发发发,	,抖音,"今年的烟花市场比的是谁价格便宜，而不是谁发货凶",动态,--,977,1,0,0,8,2025-12-24 20:02:02,https://www.iesdouyin.com/share/note/7587393487616609579/?region=&mid=7587014140296776484&u_code=1mhfedl87b58&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=LN70WKWjUQsqYabkdLWmsJYGqwvUs4PD8rM1_cQjDqo-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
过年发发发,	,抖音,"快跨年了你们加特林多少钱买的",动态,--,536,5,0,0,5,2025-12-24 20:00:12,https://www.iesdouyin.com/share/note/7587393005403213092/?region=&mid=7586956923679804212&u_code=1mhfedl87b58&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=M3JV2kNyLPmgCDwPmkEJZIKhkMkfjHf1vIJFV5ngz9g-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
酥酥在呼市,	,小红书,"跨年 美女老板 正常穿搭无不良引导",视频,--,79,0,0,4,7,2025-12-24 19:46:00,https://www.xiaohongshu.com/explore/694bd27a000000001e03b898?xsec_token=YBKn-EB5m7-g0RHHlwPDXaTyL3jdAKcLTA8_SOXtpLU2s=&xsec_source=pc_creatormng
酥酥在呼市,	,小红书,"跨年 美女老板 正常穿搭无不良引导",视频,--,172,0,0,7,11,2025-12-24 19:46:00,https://www.xiaohongshu.com/explore/694bd295000000001f00c9c2?xsec_token=YBKn-EB5m7-g0RHHlwPDXaT_eAcgkRpkIYe6y28KMAJCE=&xsec_source=pc_creatormng
酥酥在呼市,	,小红书,"跨年 美女老板 正常穿搭无不良引导",视频,--,49,0,0,1,2,2025-12-24 19:45:00,https://www.xiaohongshu.com/explore/694bd24b000000001e029b9b?xsec_token=YBKn-EB5m7-g0RHHlwPDXaT-A1Se2T9YqB7zL722dCosk=&xsec_source=pc_creatormng
